用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
武了个汉,1,14,282,279,1,0,14.00 ,282.00 ,279.00 ,14,282,279,0,0,0
李现ing安琪拉,1,9,556,1195,1,0,9.00 ,556.00 ,1195.00 ,9,556,1195,0,0,0
李晨工作室,1,81,94,522,1,0,81.00 ,94.00 ,522.00 ,81,94,522,0,0,0
金丝儿小炸,1,5,6,71,1,0,5.00 ,6.00 ,71.00 ,5,6,71,0,0,0
陈里,1,94,62,108,1,0,94.00 ,62.00 ,108.00 ,94,62,108,0,0,0
魅丽郑州,1,114,163,1148,1,0,114.00 ,163.00 ,1148.00 ,114,163,1148,0,0,0
新浪上海,1,106,88,24,1,0,106.00 ,88.00 ,24.00 ,106,88,24,0,0,0
水晶徐,1,39,216,832,1,0,39.00 ,216.00 ,832.00 ,39,216,832,0,0,0
私服街拍,1,203,214,1273,1,0,203.00 ,214.00 ,1273.00 ,203,214,1273,0,0,0
宜宾同城会,1,62,17,259,1,0,62.00 ,17.00 ,259.00 ,62,17,259,0,0,0
中美博弈官微,1,39,54,531,0,1,39.00 ,54.00 ,531.00 ,0,0,0,39,54,531
火三文鱼家,1,131,24,232,0,0,131.00 ,24.00 ,232.00 ,0,0,0,0,0,0
我才是羽度非凡,1,41,43,370,0,1,41.00 ,43.00 ,370.00 ,0,0,0,41,43,370
深夜徐老师,1,842,1842,8014,1,0,842.00 ,1842.00 ,8014.00 ,842,1842,8014,0,0,0
胡春杨全球后援会,1,127,80,506,1,0,127.00 ,80.00 ,506.00 ,127,80,506,0,0,0
耳帝,1,910,941,2495,1,0,910.00 ,941.00 ,2495.00 ,910,941,2495,0,0,0
搞笑大妹子,1,116,296,5523,1,0,116.00 ,296.00 ,5523.00 ,116,296,5523,0,0,0
鲁大师,1,29,229,488,0,1,29.00 ,229.00 ,488.00 ,0,0,0,29,229,488
学弟帮帮我,1,371,511,1448,0,1,371.00 ,511.00 ,1448.00 ,0,0,0,371,511,1448
马小鱼很自律,1,8,0,172,0,1,8.00 ,0.00 ,172.00 ,0,0,0,8,0,172
瓦子卡,1,217,305,1841,1,0,217.00 ,305.00 ,1841.00 ,217,305,1841,0,0,0
李亦航LYH,1,131,147,661,1,0,131.00 ,147.00 ,661.00 ,131,147,661,0,0,0
一流美女,1,54,58,551,1,0,54.00 ,58.00 ,551.00 ,54,58,551,0,0,0
黄晓明工作室,1,196,174,210,1,0,196.00 ,174.00 ,210.00 ,196,174,210,0,0,0
徐墁倩,1,111,162,845,1,0,111.00 ,162.00 ,845.00 ,111,162,845,0,0,0
股市狼头哥,1,24,19,314,0,1,24.00 ,19.00 ,314.00 ,0,0,0,24,19,314
快乐源泉李小半,1,651,465,694,1,0,651.00 ,465.00 ,694.00 ,651,465,694,0,0,0
风倾叶,1,27,98,3958,1,0,27.00 ,98.00 ,3958.00 ,27,98,3958,0,0,0
贴吧娘,1,78,222,2557,1,0,78.00 ,222.00 ,2557.00 ,78,222,2557,0,0,0
浙江团省委,1,59,14,144,1,0,59.00 ,14.00 ,144.00 ,59,14,144,0,0,0
Instagram热门,1,520,513,1131,1,0,520.00 ,513.00 ,1131.00 ,520,513,1131,0,0,0
郭晓婷,1,7340,4792,17849,1,0,7340.00 ,4792.00 ,17849.00 ,7340,4792,17849,0,0,0
娱乐扒少,1,160,247,1624,1,0,160.00 ,247.00 ,1624.00 ,160,247,1624,0,0,0
豆了一花庚,1,221,73,334,1,0,221.00 ,73.00 ,334.00 ,221,73,334,0,0,0
叫我老伯,1,126,257,1400,1,0,126.00 ,257.00 ,1400.00 ,126,257,1400,0,0,0
无心简影,1,123,160,2253,0,0,123.00 ,160.00 ,2253.00 ,0,0,0,0,0,0
寧晓言,1,293,1346,40866,1,0,293.00 ,1346.00 ,40866.00 ,293,1346,40866,0,0,0
电竞组,1,353,349,934,1,0,353.00 ,349.00 ,934.00 ,353,349,934,0,0,0
女生宿舍日常,1,234,127,676,1,0,234.00 ,127.00 ,676.00 ,234,127,676,0,0,0
看见,1,30,7,135,1,0,30.00 ,7.00 ,135.00 ,30,7,135,0,0,0
赵盛烨,1,19,101,1362,0,1,19.00 ,101.00 ,1362.00 ,0,0,0,19,101,1362
易千,1,72,35,354,0,0,72.00 ,35.00 ,354.00 ,0,0,0,0,0,0
游戏大腿,1,572,371,1047,1,0,572.00 ,371.00 ,1047.00 ,572,371,1047,0,0,0
时装LOFFICIEL,1,4066,785,33314,1,0,4066.00 ,785.00 ,33314.00 ,4066,785,33314,0,0,0
朱一旦的枯燥生活,1,47,516,1873,1,0,47.00 ,516.00 ,1873.00 ,47,516,1873,0,0,0
8feeling8,1,72,100,1126,1,0,72.00 ,100.00 ,1126.00 ,72,100,1126,0,0,0
软柿子扒星,1,1085,1713,11904,1,0,1085.00 ,1713.00 ,11904.00 ,1085,1713,11904,0,0,0
少女心事碎片,1,11,21,2006,1,0,11.00 ,21.00 ,2006.00 ,11,21,2006,0,0,0
李现喊我小宝贝儿i,1,31,46,674,1,0,31.00 ,46.00 ,674.00 ,31,46,674,0,0,0
小熊三贱客,1,515,73,2056,1,0,515.00 ,73.00 ,2056.00 ,515,73,2056,0,0,0
观见GLIVE,1,401,6130,10726,1,0,401.00 ,6130.00 ,10726.00 ,401,6130,10726,0,0,0
Simon_阿文,1,120,1032,4417,0,1,120.00 ,1032.00 ,4417.00 ,0,0,0,120,1032,4417
数知实验室,1,6,48,2161,1,0,6.00 ,48.00 ,2161.00 ,6,48,2161,0,0,0
ActorLX_秃头姐妹站,1,125,221,506,1,0,125.00 ,221.00 ,506.00 ,125,221,506,0,0,0
一只鹿白,1,259,368,557,1,0,259.00 ,368.00 ,557.00 ,259,368,557,0,0,0
lightING_李现应援站,1,83,45,533,1,0,83.00 ,45.00 ,533.00 ,83,45,533,0,0,0
Romantic1991·李现,1,58,26,146,1,0,58.00 ,26.00 ,146.00 ,58,26,146,0,0,0
健康成都官微,1,53,29,30,1,0,53.00 ,29.00 ,30.00 ,53,29,30,0,0,0
中国会计视野,1,259,38,480,1,0,259.00 ,38.00 ,480.00 ,259,38,480,0,0,0
Dating_1019丨李现,1,50,21,230,1,0,50.00 ,21.00 ,230.00 ,50,21,230,0,0,0
壮森HangJohnson,1,85,185,297,1,0,85.00 ,185.00 ,297.00 ,85,185,297,0,0,0
手游君,1,150,185,632,1,0,150.00 ,185.00 ,632.00 ,150,185,632,0,0,0
沐子以念,1,23,155,298,1,0,23.00 ,155.00 ,298.00 ,23,155,298,0,0,0
郭建华名师,1,20,99,526,1,0,20.00 ,99.00 ,526.00 ,20,99,526,0,0,0
人间蛇男,1,640,510,2929,1,0,640.00 ,510.00 ,2929.00 ,640,510,2929,0,0,0
范志红_原创营养信息,1,10,156,869,1,0,10.00 ,156.00 ,869.00 ,10,156,869,0,0,0
游识猷,1,716,114,889,1,0,716.00 ,114.00 ,889.00 ,716,114,889,0,0,0
AngelinaZhaoooo,1,31,137,1662,1,0,31.00 ,137.00 ,1662.00 ,31,137,1662,0,0,0
飞屋环游小米粒,1,7,56,514,0,1,7.00 ,56.00 ,514.00 ,0,0,0,7,56,514
王者不修图,1,128,675,5306,1,0,128.00 ,675.00 ,5306.00 ,128,675,5306,0,0,0
游戏男孩阿威,1,1313,208,223,1,0,1313.00 ,208.00 ,223.00 ,1313,208,223,0,0,0
小萌电影,1,347,852,1931,1,0,347.00 ,852.00 ,1931.00 ,347,852,1931,0,0,0
伊利达雷之怒,1,231,331,3615,1,0,231.00 ,331.00 ,3615.00 ,231,331,3615,0,0,0
DaiYon頔_Elean,1,3,114,167,0,1,3.00 ,114.00 ,167.00 ,0,0,0,3,114,167
肖一斤_,1,10078,324,430,0,1,10078.00 ,324.00 ,430.00 ,0,0,0,10078,324,430
深蓝财经,1,183,139,801,0,1,183.00 ,139.00 ,801.00 ,0,0,0,183,139,801
岩芳荣,1,130,3,908,1,0,130.00 ,3.00 ,908.00 ,130,3,908,0,0,0
十分关心,1,538,1349,122333,0,1,538.00 ,1349.00 ,122333.00 ,0,0,0,538,1349,122333
果子说_,1,70,410,4107,1,0,70.00 ,410.00 ,4107.00 ,70,410,4107,0,0,0
金星,1,727,5032,114361,1,0,727.00 ,5032.00 ,114361.00 ,727,5032,114361,0,0,0
不冷zz,1,279,354,818,1,0,279.00 ,354.00 ,818.00 ,279,354,818,0,0,0
inke映客,1,43473,3880,3403,1,0,43473.00 ,3880.00 ,3403.00 ,43473,3880,3403,0,0,0
CAMEL骆驼,1,2761,2640,1241,1,0,2761.00 ,2640.00 ,1241.00 ,2761,2640,1241,0,0,0
去哪儿网,1,2484,2316,1105,1,0,2484.00 ,2316.00 ,1105.00 ,2484,2316,1105,0,0,0
阿氧挠痒,1,12,133,503,1,0,12.00 ,133.00 ,503.00 ,12,133,503,0,0,0
吃瓜少年,1,761,893,1052,1,0,761.00 ,893.00 ,1052.00 ,761,893,1052,0,0,0
店小二来瓶98年的爽歪歪,1,111,112,976,0,1,111.00 ,112.00 ,976.00 ,0,0,0,111,112,976
杨茗茗Ymmmmm,1,15,171,603,1,0,15.00 ,171.00 ,603.00 ,15,171,603,0,0,0
深圳天气,1,8,109,449,1,0,8.00 ,109.00 ,449.00 ,8,109,449,0,0,0
二狗子炒股,1,345,16,208,1,0,345.00 ,16.00 ,208.00 ,345,16,208,0,0,0
宋晓峰,1,72,579,4692,1,0,72.00 ,579.00 ,4692.00 ,72,579,4692,0,0,0
桃之爱吃桃,1,188,136,339,1,0,188.00 ,136.00 ,339.00 ,188,136,339,0,0,0
彩妆师Regina,1,30,54,339,1,0,30.00 ,54.00 ,339.00 ,30,54,339,0,0,0
胡延平Future,1,8,222,376,0,0,8.00 ,222.00 ,376.00 ,0,0,0,0,0,0
猫在飞fly,1,244,44,232,0,0,244.00 ,44.00 ,232.00 ,0,0,0,0,0,0
CCTV6电影频道,1,21,15,110,1,0,21.00 ,15.00 ,110.00 ,21,15,110,0,0,0
邱汐盐咸不咸,1,6,108,508,0,1,6.00 ,108.00 ,508.00 ,0,0,0,6,108,508
一颗甜贝贝,1,1556,475,3696,1,0,1556.00 ,475.00 ,3696.00 ,1556,475,3696,0,0,0
很有道理哇,1,2431,507,4517,1,0,2431.00 ,507.00 ,4517.00 ,2431,507,4517,0,0,0
零度月光坠星河·,1,1029,127,1839,1,0,1029.00 ,127.00 ,1839.00 ,1029,127,1839,0,0,0
漠宏庵,1,376,857,7984,0,1,376.00 ,857.00 ,7984.00 ,0,0,0,376,857,7984
_若愛只如初見,1,17,28,836,1,0,17.00 ,28.00 ,836.00 ,17,28,836,0,0,0
深圳湾小海盗,1,209,17,230,0,0,209.00 ,17.00 ,230.00 ,0,0,0,0,0,0
黄小蕾,1,862,942,5282,1,0,862.00 ,942.00 ,5282.00 ,862,942,5282,0,0,0
沫凡买买买小小号ol每周四直播ol,1,10,1180,933,1,0,10.00 ,1180.00 ,933.00 ,10,1180,933,0,0,0
魔法少女小曷,1,195,81,1059,0,1,195.00 ,81.00 ,1059.00 ,0,0,0,195,81,1059
李是谁的某某某啊,1,131,105,452,1,0,131.00 ,105.00 ,452.00 ,131,105,452,0,0,0
媛文YUANWEN,1,50,38,62,1,0,50.00 ,38.00 ,62.00 ,50,38,62,0,0,0
温柔一個春,1,428,1861,248,1,0,428.00 ,1861.00 ,248.00 ,428,1861,248,0,0,0
视角姬,1,310,322,395,1,0,310.00 ,322.00 ,395.00 ,310,322,395,0,0,0
青岛青年深蓝,1,57,3,58,1,0,57.00 ,3.00 ,58.00 ,57,3,58,0,0,0
爱股票APP,1,150,4,50,1,0,150.00 ,4.00 ,50.00 ,150,4,50,0,0,0
互联网三爷说,1,88,472,2436,1,0,88.00 ,472.00 ,2436.00 ,88,472,2436,0,0,0
音乐点,1,4039,1434,3917,1,0,4039.00 ,1434.00 ,3917.00 ,4039,1434,3917,0,0,0
中读,1,281,107,74,1,0,281.00 ,107.00 ,74.00 ,281,107,74,0,0,0
通信王峰,1,212,2948,23174,1,0,212.00 ,2948.00 ,23174.00 ,212,2948,23174,0,0,0
何等奇葩,1,86,120,1163,0,1,86.00 ,120.00 ,1163.00 ,0,0,0,86,120,1163
产品大神丶,1,123,886,7180,1,0,123.00 ,886.00 ,7180.00 ,123,886,7180,0,0,0
Blood旌旗,1,574,194,1648,1,0,574.00 ,194.00 ,1648.00 ,574,194,1648,0,0,0
微博搞笑排行榜,1,7322,3678,15110,1,0,7322.00 ,3678.00 ,15110.00 ,7322,3678,15110,0,0,0
扎心学长,1,718,1954,11848,0,1,718.00 ,1954.00 ,11848.00 ,0,0,0,718,1954,11848
三鲜视频,1,816,141,241,1,0,816.00 ,141.00 ,241.00 ,816,141,241,0,0,0
爱爱不哭,1,260,42,209,1,0,260.00 ,42.00 ,209.00 ,260,42,209,0,0,0
痞湿傅,1,39,76,502,0,1,39.00 ,76.00 ,502.00 ,0,0,0,39,76,502
小娴一米八,1,54,280,689,0,1,54.00 ,280.00 ,689.00 ,0,0,0,54,280,689
凉子的狗狗,1,33,494,807,1,0,33.00 ,494.00 ,807.00 ,33,494,807,0,0,0
电影院菌,1,96,16,277,1,0,96.00 ,16.00 ,277.00 ,96,16,277,0,0,0
新剧一直播,1,1145,1726,2430,1,0,1145.00 ,1726.00 ,2430.00 ,1145,1726,2430,0,0,0
我CP明明明明SZD,1,9,19,136,1,0,9.00 ,19.00 ,136.00 ,9,19,136,0,0,0
九卦_,1,25,452,1450,1,0,25.00 ,452.00 ,1450.00 ,25,452,1450,0,0,0
赵琦君Ryan,1,6557,10979,169320,1,0,6557.00 ,10979.00 ,169320.00 ,6557,10979,169320,0,0,0
ChocoHun_吴世勋资源博,1,385,24,574,0,1,385.00 ,24.00 ,574.00 ,0,0,0,385,24,574
来一个可爱多行吗,1,182,90,699,1,0,182.00 ,90.00 ,699.00 ,182,90,699,0,0,0
短片酱,1,23,31,149,0,1,23.00 ,31.00 ,149.00 ,0,0,0,23,31,149
中国地震台网速报,1,7,72,426,1,0,7.00 ,72.00 ,426.00 ,7,72,426,0,0,0
北京人的新鲜事,1,138,203,1712,1,0,138.00 ,203.00 ,1712.00 ,138,203,1712,0,0,0
圈内扒公,1,6813,2384,4663,0,1,6813.00 ,2384.00 ,4663.00 ,0,0,0,6813,2384,4663
彭雪茹Angelina,1,9,148,883,1,0,9.00 ,148.00 ,883.00 ,9,148,883,0,0,0
熊猫大李,1,11,117,194,1,0,11.00 ,117.00 ,194.00 ,11,117,194,0,0,0
王彦霖,1,0,0,0,1,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0
南方都市报,1,24,56,10919,1,0,24.00 ,56.00 ,10919.00 ,24,56,10919,0,0,0
紧急呼叫,1,29,126,675,1,0,29.00 ,126.00 ,675.00 ,29,126,675,0,0,0
燕山派,1,527,1076,6280,1,0,527.00 ,1076.00 ,6280.00 ,527,1076,6280,0,0,0
墙角社,1,108,1372,9520,0,1,108.00 ,1372.00 ,9520.00 ,0,0,0,108,1372,9520
芒果咕咕,1,619,103,837,0,1,619.00 ,103.00 ,837.00 ,0,0,0,619,103,837
什么值得买,1,2801,2525,1166,1,0,2801.00 ,2525.00 ,1166.00 ,2801,2525,1166,0,0,0
司徒离曜,1,23,139,1365,1,0,23.00 ,139.00 ,1365.00 ,23,139,1365,0,0,0
科技杰克,1,524,397,2217,1,0,524.00 ,397.00 ,2217.00 ,524,397,2217,0,0,0
你好楠木子,1,2250,2602,3890,1,0,2250.00 ,2602.00 ,3890.00 ,2250,2602,3890,0,0,0
贵圈背后那些事儿,1,144,870,5937,0,1,144.00 ,870.00 ,5937.00 ,0,0,0,144,870,5937
零雨其蒙蒙,1,13,15,176,1,0,13.00 ,15.00 ,176.00 ,13,15,176,0,0,0
娱乐榜姐,1,433,708,1871,1,0,433.00 ,708.00 ,1871.00 ,433,708,1871,0,0,0
娱乐圈小妖,1,1637,1645,3160,1,0,1637.00 ,1645.00 ,3160.00 ,1637,1645,3160,0,0,0
娱乐星事,1,413,798,1767,1,0,413.00 ,798.00 ,1767.00 ,413,798,1767,0,0,0
老师好我叫何同学,1,25428,8684,73468,1,0,25428.00 ,8684.00 ,73468.00 ,25428,8684,73468,0,0,0
我第一灵,1,305,931,3899,1,0,305.00 ,931.00 ,3899.00 ,305,931,3899,0,0,0
冷知识bot,1,355,723,7420,1,0,355.00 ,723.00 ,7420.00 ,355,723,7420,0,0,0
经济之声,1,30,0,510,1,0,30.00 ,0.00 ,510.00 ,30,0,510,0,0,0
朴鸣Piaoming,1,22,191,2306,0,0,22.00 ,191.00 ,2306.00 ,0,0,0,0,0,0
秋田六千,1,2088,243,1223,0,1,2088.00 ,243.00 ,1223.00 ,0,0,0,2088,243,1223
金十四钗,1,9450,5601,8664,1,0,9450.00 ,5601.00 ,8664.00 ,9450,5601,8664,0,0,0
阿术术_咕咕咕,1,468,134,2583,1,0,468.00 ,134.00 ,2583.00 ,468,134,2583,0,0,0
蓝色的雪vg,1,20,674,575,0,1,20.00 ,674.00 ,575.00 ,0,0,0,20,674,575
科技日报,1,78,360,2570,1,0,78.00 ,360.00 ,2570.00 ,78,360,2570,0,0,0
学徒王自健,1,6,147,829,0,0,6.00 ,147.00 ,829.00 ,0,0,0,0,0,0
Freshxxxx,1,518,160,1414,1,0,518.00 ,160.00 ,1414.00 ,518,160,1414,0,0,0
摄影师李小月,1,686,1138,1453,1,0,686.00 ,1138.00 ,1453.00 ,686,1138,1453,0,0,0
邓见超marc,1,102,310,1474,1,0,102.00 ,310.00 ,1474.00 ,102,310,1474,0,0,0
司马3忌,1,361,571,2233,0,1,361.00 ,571.00 ,2233.00 ,0,0,0,361,571,2233
极品特长生,1,49,303,3312,0,1,49.00 ,303.00 ,3312.00 ,0,0,0,49,303,3312
萧湘A,1,108,24,419,1,0,108.00 ,24.00 ,419.00 ,108,24,419,0,0,0
艺画开天,1,8,65,284,1,0,8.00 ,65.00 ,284.00 ,8,65,284,0,0,0
魔法师蛋小丁,1,16,138,1086,0,1,16.00 ,138.00 ,1086.00 ,0,0,0,16,138,1086
首都经贸大学刘颖,1,7,48,787,1,0,7.00 ,48.00 ,787.00 ,7,48,787,0,0,0
IT总司令,1,429,2630,10519,0,0,429.00 ,2630.00 ,10519.00 ,0,0,0,0,0,0
天生黑变白的小小白,1,8,84,292,0,1,8.00 ,84.00 ,292.00 ,0,0,0,8,84,292
行动派琦琦,1,52,72,399,0,1,52.00 ,72.00 ,399.00 ,0,0,0,52,72,399
MrYang杨家成,1,1807,839,5564,1,0,1807.00 ,839.00 ,5564.00 ,1807,839,5564,0,0,0
台灣微時尚,1,105,316,1789,1,0,105.00 ,316.00 ,1789.00 ,105,316,1789,0,0,0
我們是香港警嫂,1,37,971,6571,1,0,37.00 ,971.00 ,6571.00 ,37,971,6571,0,0,0
HK_CC_BEST,1,178,142,1078,0,1,178.00 ,142.00 ,1078.00 ,0,0,0,178,142,1078
大牌姐,1,9,1945,2393,0,1,9.00 ,1945.00 ,2393.00 ,0,0,0,9,1945,2393
逗爱重庆行,1,116,235,986,0,1,116.00 ,235.00 ,986.00 ,0,0,0,116,235,986
是言琛琛哇·,1,133,850,93,1,0,133.00 ,850.00 ,93.00 ,133,850,93,0,0,0
BluesIcinggg,1,165,93,357,1,0,165.00 ,93.00 ,357.00 ,165,93,357,0,0,0
白斌的公法梦,1,8,98,424,1,0,8.00 ,98.00 ,424.00 ,8,98,424,0,0,0
新浪综艺,1,506,806,67924,1,0,506.00 ,806.00 ,67924.00 ,506,806,67924,0,0,0
NuclearEngineer,1,83,65,243,1,0,83.00 ,65.00 ,243.00 ,83,65,243,0,0,0
B·WONG,1,30,37,244,0,1,30.00 ,37.00 ,244.00 ,0,0,0,30,37,244
张佐佐997,1,9,204,270,0,1,9.00 ,204.00 ,270.00 ,0,0,0,9,204,270
蔡小心,1,5,23,99,1,0,5.00 ,23.00 ,99.00 ,5,23,99,0,0,0
4REALlllll,1,100,30,87,0,1,100.00 ,30.00 ,87.00 ,0,0,0,100,30,87
阿苏买什么,1,11,94,227,1,0,11.00 ,94.00 ,227.00 ,11,94,227,0,0,0
本帮-,1,71,128,1329,1,0,71.00 ,128.00 ,1329.00 ,71,128,1329,0,0,0
灵魂股手林优秀,1,19,49,260,0,1,19.00 ,49.00 ,260.00 ,0,0,0,19,49,260
道定,1,6,72,180,1,0,6.00 ,72.00 ,180.00 ,6,72,180,0,0,0
忙碌的嘎嘎,1,42,278,1365,1,0,42.00 ,278.00 ,1365.00 ,42,278,1365,0,0,0
CCTV4,1,120,72,319,0,1,120.00 ,72.00 ,319.00 ,0,0,0,120,72,319
暴躁的颜值,1,33,48,298,1,0,33.00 ,48.00 ,298.00 ,33,48,298,0,0,0
斯蒂芬-库里,1,36,290,1075,0,1,36.00 ,290.00 ,1075.00 ,0,0,0,36,290,1075
缺伯牙,1,6,58,3037,0,0,6.00 ,58.00 ,3037.00 ,0,0,0,0,0,0
深圳美食酱,1,159,15,126,1,0,159.00 ,15.00 ,126.00 ,159,15,126,0,0,0
高密普法,1,14,24,167,1,0,14.00 ,24.00 ,167.00 ,14,24,167,0,0,0
我有一个好故事,1,294,115,42,1,0,294.00 ,115.00 ,42.00 ,294,115,42,0,0,0
自助找券淘宝优惠券领券,1,13,2,307,1,0,13.00 ,2.00 ,307.00 ,13,2,307,0,0,0
和烊烊一起数星星的女孩,1,16,10,96,0,1,16.00 ,10.00 ,96.00 ,0,0,0,16,10,96
科技C先生,1,10,39,267,0,0,10.00 ,39.00 ,267.00 ,0,0,0,0,0,0
Mr孙宁,1,23,114,279,0,1,23.00 ,114.00 ,279.00 ,0,0,0,23,114,279
路意Louis,1,18,23,190,0,1,18.00 ,23.00 ,190.00 ,0,0,0,18,23,190
快测评,1,5,15,131,1,0,5.00 ,15.00 ,131.00 ,5,15,131,0,0,0
LUCAS_韩,1,6,76,151,0,1,6.00 ,76.00 ,151.00 ,0,0,0,6,76,151
幽畜在此出题组,1,1209,655,1566,1,0,1209.00 ,655.00 ,1566.00 ,1209,655,1566,0,0,0
伍志勋-,1,1055,1113,919,1,0,1055.00 ,1113.00 ,919.00 ,1055,1113,919,0,0,0
大猫妈妈__,1,31,1122,2294,0,1,31.00 ,1122.00 ,2294.00 ,0,0,0,31,1122,2294
掌阅生活,1,92,47,477,0,0,92.00 ,47.00 ,477.00 ,0,0,0,0,0,0
BOBOsuper_圆七,1,86,25,134,1,0,86.00 ,25.00 ,134.00 ,86,25,134,0,0,0
卢晓周,1,22,20,137,1,0,22.00 ,20.00 ,137.00 ,22,20,137,0,0,0
阳阳你好,1,7,45,197,1,0,7.00 ,45.00 ,197.00 ,7,45,197,0,0,0
深圳木子,1,6,20,1162,1,0,6.00 ,20.00 ,1162.00 ,6,20,1162,0,0,0
Anzujaamu,1,85,151,1180,1,0,85.00 ,151.00 ,1180.00 ,85,151,1180,0,0,0
大锅只是喝醉,1,49,724,4135,0,0,49.00 ,724.00 ,4135.00 ,0,0,0,0,0,0
腥闻人,1,639,147,864,1,0,639.00 ,147.00 ,864.00 ,639,147,864,0,0,0
唐逸雯Even,1,2482,4582,5775,1,0,2482.00 ,4582.00 ,5775.00 ,2482,4582,5775,0,0,0
無風即風,1,103,217,761,1,0,103.00 ,217.00 ,761.00 ,103,217,761,0,0,0
罗威-泡茶聊股票,1,23,74,729,0,1,23.00 ,74.00 ,729.00 ,0,0,0,23,74,729
来自星星的白菜,1,11,2,191,0,1,11.00 ,2.00 ,191.00 ,0,0,0,11,2,191
新世相,1,177,436,1139,1,0,177.00 ,436.00 ,1139.00 ,177,436,1139,0,0,0
APP帝,1,93,105,136,1,0,93.00 ,105.00 ,136.00 ,93,105,136,0,0,0
北平贱客,1,746,1520,3240,0,1,746.00 ,1520.00 ,3240.00 ,0,0,0,746,1520,3240
房价之外,1,149,102,861,1,0,149.00 ,102.00 ,861.00 ,149,102,861,0,0,0
雨霁天晴0722,1,103,45,286,1,0,103.00 ,45.00 ,286.00 ,103,45,286,0,0,0
新浪电影,1,208,281,3606,1,0,208.00 ,281.00 ,3606.00 ,208,281,3606,0,0,0
西平郡司马,1,548,200,3248,1,0,548.00 ,200.00 ,3248.00 ,548,200,3248,0,0,0
猎豹队长雷华SAMA,1,6,66,1591,0,1,6.00 ,66.00 ,1591.00 ,0,0,0,6,66,1591
金剪刀开箱,1,56,75,737,0,1,56.00 ,75.00 ,737.00 ,0,0,0,56,75,737
我有锅阿,1,32,46,211,0,1,32.00 ,46.00 ,211.00 ,0,0,0,32,46,211
东海信箱,1,270,203,2827,1,0,270.00 ,203.00 ,2827.00 ,270,203,2827,0,0,0
顾婠柠,1,76,438,1528,1,0,76.00 ,438.00 ,1528.00 ,76,438,1528,0,0,0
王北车,1,232,858,1600,1,0,232.00 ,858.00 ,1600.00 ,232,858,1600,0,0,0
烟RAN暖_就让我变成回忆,1,106,43,375,0,1,106.00 ,43.00 ,375.00 ,0,0,0,106,43,375
梦想科技开,1,11,79,180,0,0,11.00 ,79.00 ,180.00 ,0,0,0,0,0,0
我爱重庆,1,15,11,173,1,0,15.00 ,11.00 ,173.00 ,15,11,173,0,0,0
马艳丽,1,18,32,148,1,0,18.00 ,32.00 ,148.00 ,18,32,148,0,0,0
这才是英国,1,73,269,2055,1,0,73.00 ,269.00 ,2055.00 ,73,269,2055,0,0,0
微型计算机官方微博,1,76,812,2315,1,0,76.00 ,812.00 ,2315.00 ,76,812,2315,0,0,0
岳屾山,1,38,226,1308,0,1,38.00 ,226.00 ,1308.00 ,0,0,0,38,226,1308
花花好巧,1,12,2,118,1,0,12.00 ,2.00 ,118.00 ,12,2,118,0,0,0
转转APP,1,22,35,1052,1,0,22.00 ,35.00 ,1052.00 ,22,35,1052,0,0,0
有趣青年的修养,1,41,54,51,0,1,41.00 ,54.00 ,51.00 ,0,0,0,41,54,51
HE王威RO,1,4,331,2048,1,0,4.00 ,331.00 ,2048.00 ,4,331,2048,0,0,0
老张评论,1,701,347,1950,1,0,701.00 ,347.00 ,1950.00 ,701,347,1950,0,0,0
了不起的中国制造,1,30,60,1585,1,0,30.00 ,60.00 ,1585.00 ,30,60,1585,0,0,0
张小厚Terry,1,37,184,740,1,0,37.00 ,184.00 ,740.00 ,37,184,740,0,0,0
极品扒姐,1,92,913,1508,1,0,92.00 ,913.00 ,1508.00 ,92,913,1508,0,0,0
风的节奏吹,1,109,299,1007,1,0,109.00 ,299.00 ,1007.00 ,109,299,1007,0,0,0
六扇门之手,1,140,787,4506,0,1,140.00 ,787.00 ,4506.00 ,0,0,0,140,787,4506
Fashion-Coolest,1,969,1064,2609,1,0,969.00 ,1064.00 ,2609.00 ,969,1064,2609,0,0,0
张很饿,1,4098,371,1402,1,0,4098.00 ,371.00 ,1402.00 ,4098,371,1402,0,0,0
常飞飞-飞飞,1,505,1179,10385,1,0,505.00 ,1179.00 ,10385.00 ,505,1179,10385,0,0,0
长岛第一太妃糖_kaokao,1,165,92,446,1,0,165.00 ,92.00 ,446.00 ,165,92,446,0,0,0
FashionPunch,1,1076,1281,2015,1,0,1076.00 ,1281.00 ,2015.00 ,1076,1281,2015,0,0,0
专业戳轮胎熊律师,1,100,491,3077,1,0,100.00 ,491.00 ,3077.00 ,100,491,3077,0,0,0
明星娱乐头条,1,84,161,785,1,0,84.00 ,161.00 ,785.00 ,84,161,785,0,0,0
大碗姐,1,118,5,142,1,0,118.00 ,5.00 ,142.00 ,118,5,142,0,0,0
广西政法,1,16,61,12760,1,0,16.00 ,61.00 ,12760.00 ,16,61,12760,0,0,0
GIF酱酱,1,360,932,4915,0,0,360.00 ,932.00 ,4915.00 ,0,0,0,0,0,0
_就是一个用户,1,223,171,638,0,1,223.00 ,171.00 ,638.00 ,0,0,0,223,171,638
